Slug,Name,URL,Category,Subcategories,Rating,Reviews,Installs,Developer,Description,Has Free Version,Icon URL,Last Updated,Scraped At
seo-analyzer-optimization-tool,SEO Analyzer & Optimization,https://www.wix.com/app-market/web-solution/seo-analyzer-optimization-tool,Marketing,seo:SEO,1,1,,V Blog7 day,Rank on Top Search Results in Minutes,true,https://static.wixstatic.com/media/8874a0_15c52ec55005482caa9369344a596a1e~mv2.png/v1/fill/8874a0_15c52ec55005482caa9369344a596a1e~mv2.png,,2025-07-06T21:55:34.604Z
backlinks-rank-high-on-google,Backlinks: Rank High on Google,https://www.wix.com/app-market/web-solution/backlinks-rank-high-on-google,Marketing,seo:SEO,2.3,3,,"{{ company }}"",""apps.grid.cta.button"":""View App"",""apps.grid.cta.button.installed"":""Open App"",""solutionBox.solutionBottomActionBar.installedSolution"":""Installed"",""solutionBox.solutionBottomActionBar.BundleInstalled"":""Installed - Claim Upgrade"",""solutionBox.solutionBottomActionBar.BundleNotInstalled"":""",Boost your rankings with high-quality backlinks,true,https://static.wixstatic.com/media/bec40d_8b4131a05e6d4cd6914363c8446f597a~mv2.png/v1/fill/bec40d_8b4131a05e6d4cd6914363c8446f597a~mv2.png,,2025-07-06T21:55:34.793Z
site-inspection,Site Inspection,https://www.wix.com/app-market/web-solution/site-inspection,Marketing,seo:SEO,1,1,,Wix,Find issues that affect your ranking on Google,true,https://static.wixstatic.com/media/89159d_0c66899f684b491987a22a233c004f92~mv2.png/v1/fill/89159d_0c66899f684b491987a22a233c004f92~mv2.png,,2025-07-06T21:55:34.879Z
smartarget-corner-ribbon,Smartarget Corner Ribbon,https://www.wix.com/app-market/web-solution/smartarget-corner-ribbon,Communication,engagement:Engagement,4.9,11,,Smartarget,Highlight important information or promotions,true,https://static.wixstatic.com/media/0d1dde_19824a55ba5744728656b534629efec6~mv2.png/v1/fill/0d1dde_19824a55ba5744728656b534629efec6~mv2.png,,2025-07-06T21:55:34.988Z
santhe-whatsapp,Santhe Whatsapp,https://www.wix.com/app-market/web-solution/santhe-whatsapp,Communication,engagement:Engagement,4.3,12,,Mercuri CX,"Abandoned Cart, Order and Shipping updates.",true,https://static.wixstatic.com/media/38a5a7_536b4b3432b440519f2762261cadaa8a~mv2.png/v1/fill/38a5a7_536b4b3432b440519f2762261cadaa8a~mv2.png,by sending out shipping information along with a tracking link. Abandoned cart reminders : Send out a reminder message to your customers with a link to their shopping cart.Whatsapp Outreach: Send out custom Whatsapp to your customers with coupon codes & product updates from your Whatsapp account.Whatsapp Notifications are the easiest way to improve your customers' loyalty and satisfaction.  We help you increase your store revenues by sending out real-time notifications about orders,2025-07-06T21:55:35.150Z
simple-affiliate,Simple Affiliate,https://www.wix.com/app-market/web-solution/simple-affiliate,Other,engagement:Engagement,3.1,33,,Simple Apps,Affiliate and influencer marketing made easy,true,https://static.wixstatic.com/media/4a4649_27068502303e4f5981e65bcf7daa8a18~mv2.png/v1/fill/4a4649_27068502303e4f5981e65bcf7daa8a18~mv2.png,,2025-07-06T21:55:35.245Z
content-scheduler-by-oceanapps,Content Scheduler by OceanApps,https://www.wix.com/app-market/web-solution/content-scheduler-by-oceanapps,Design & Content,engagement:Engagement,5,1,,OceanAppsBy Ocean Apps30 day,Easily schedule your website announcements,true,https://static.wixstatic.com/media/22a664_9a46d273ceec428494e7bc9f0bfe0d94~mv2.png/v1/fill/22a664_9a46d273ceec428494e7bc9f0bfe0d94~mv2.png,,2025-07-06T21:55:35.340Z
wix-logo-maker,Wix Logo Maker,https://www.wix.com/app-market/web-solution/wix-logo-maker,Other,engagement:Engagement,4.2,5,,"{{ company }}"",""apps.grid.cta.button"":""View App"",""apps.grid.cta.button.installed"":""Open App"",""solutionBox.solutionBottomActionBar.installedSolution"":""Installed"",""solutionBox.solutionBottomActionBar.BundleInstalled"":""Installed - Claim Upgrade"",""solutionBox.solutionBottomActionBar.BundleNotInstalled"":""",Build a powerful brand with Wix Logo Maker,true,https://static.wixstatic.com/media/a38016_b4cd51b92ec64379841534416ffa9a35~mv2.png/v1/fill/a38016_b4cd51b92ec64379841534416ffa9a35~mv2.png,,2025-07-06T21:55:35.427Z
ghostwrite-ai,Ghostwrite.ai,https://www.wix.com/app-market/web-solution/ghostwrite-ai,Design & Content,engagement:Engagement,3,2,,Ghostwrite,AI Content Writer - Best for Organic Traffic,true,https://static.wixstatic.com/media/09cf9c_7b6324c7ecf8491db3a23ae0c668d7c4~mv2.png/v1/fill/09cf9c_7b6324c7ecf8491db3a23ae0c668d7c4~mv2.png,,2025-07-06T21:55:35.514Z
whatsapp-plugin-by-superlemon,WhatsApp plugin by SuperLemon,https://www.wix.com/app-market/web-solution/whatsapp-plugin-by-superlemon,Communication,engagement:Engagement,4.3,4,,SuperLemonBy Gupshup30 day,Strengthen customer relationships with WhatsApp,true,https://static.wixstatic.com/media/970bf2_cf23a7dcda294c98b74fe8894aa3bc99~mv2.jpeg/v1/fill/970bf2_cf23a7dcda294c98b74fe8894aa3bc99~mv2.jpeg,,2025-07-06T21:55:35.605Z
giveaway-ninja,Giveaway Ninja,https://www.wix.com/app-market/web-solution/giveaway-ninja,Other,engagement:Engagement,4.8,8,,Giveaway Ninja,Launch Insane #Giveaways in Minutes,true,https://static.wixstatic.com/media/94f5be_1dcc3855e8d14586ae6a565dd15d6b19~mv2.jpg/v1/fill/94f5be_1dcc3855e8d14586ae6a565dd15d6b19~mv2.jpg,,2025-07-06T21:55:35.689Z
puzzle-games,Puzzle Games,https://www.wix.com/app-market/web-solution/puzzle-games,Other,engagement:Engagement,1,1,,"{{ company }}"",""apps.grid.cta.button"":""View App"",""apps.grid.cta.button.installed"":""Open App"",""solutionBox.solutionBottomActionBar.installedSolution"":""Installed"",""solutionBox.solutionBottomActionBar.BundleInstalled"":""Installed - Claim Upgrade"",""solutionBox.solutionBottomActionBar.BundleNotInstalled"":""",Sharpen your mind with addictive puzzles,true,https://static.wixstatic.com/media/bec40d_f9128ce7a11a4c8baa100109317698ec~mv2.png/v1/fill/bec40d_f9128ce7a11a4c8baa100109317698ec~mv2.png,,2025-07-06T21:55:35.757Z
miniorange-sms-notifications,miniOrange SMS Notifications,https://www.wix.com/app-market/web-solution/miniorange-sms-notifications,Other,engagement:Engagement,1,1,,miniOrange Pvt. Ltd.,Send SMS Notifications on Order Updates,true,https://static.wixstatic.com/media/975450_48753fcbbe1a4fc9a5a789e05910c408~mv2.png/v1/fill/975450_48753fcbbe1a4fc9a5a789e05910c408~mv2.png,,2025-07-06T21:55:35.828Z
kickstarter,Kickstarter,https://www.wix.com/app-market/web-solution/kickstarter,Design & Content,engagement:Engagement,1,1,,MarketPushApps,Showcase your Kickstarter campaign with ease,true,https://static.wixstatic.com/media/3b0a1f_124443bb59224eb78d0fa3dfa2300c79~mv2.png/v1/fill/3b0a1f_124443bb59224eb78d0fa3dfa2300c79~mv2.png,,2025-07-06T21:55:35.899Z
action-strategy-games,Action/Strategy Games,https://www.wix.com/app-market/web-solution/action-strategy-games,Other,engagement:Engagement,5,1,,"{{ company }}"",""apps.grid.cta.button"":""View App"",""apps.grid.cta.button.installed"":""Open App"",""solutionBox.solutionBottomActionBar.installedSolution"":""Installed"",""solutionBox.solutionBottomActionBar.BundleInstalled"":""Installed - Claim Upgrade"",""solutionBox.solutionBottomActionBar.BundleNotInstalled"":""","Think fast, act faster",true,https://static.wixstatic.com/media/bec40d_2e2b5f45a28447dba5e95df21b0b8081~mv2.png/v1/fill/bec40d_2e2b5f45a28447dba5e95df21b0b8081~mv2.png,,2025-07-06T21:55:35.997Z
quiz-popup,Quiz Popup,https://www.wix.com/app-market/web-solution/quiz-popup,Marketing,engagement:Engagement,1,1,,Smartarget,Sell more & Capture emails with a quiz app,true,https://static.wixstatic.com/media/0d1dde_c71192d1ea774add87d8fc9c9b072b02~mv2.png/v1/fill/0d1dde_c71192d1ea774add87d8fc9c9b072b02~mv2.png,,2025-07-06T21:55:36.074Z
bird-email-sms-whatsapp,"Bird: Email, SMS, WhatsApp",https://www.wix.com/app-market/web-solution/bird-email-sms-whatsapp,Marketing,engagement:Engagement,1,1,,Bird,"Connect with customers across email, SMS, & more",true,https://static.wixstatic.com/media/84ab5f_0a39fd2e0b1d401da304c8ca98eb54d6~mv2.png/v1/fill/84ab5f_0a39fd2e0b1d401da304c8ca98eb54d6~mv2.png,,2025-07-06T21:55:36.142Z
crossy-chicken,Crossy Chicken,https://www.wix.com/app-market/web-solution/crossy-chicken,Other,engagement:Engagement,2,1,,"{{ company }}"",""apps.grid.cta.button"":""View App"",""apps.grid.cta.button.installed"":""Open App"",""solutionBox.solutionBottomActionBar.installedSolution"":""Installed"",""solutionBox.solutionBottomActionBar.BundleInstalled"":""Installed - Claim Upgrade"",""solutionBox.solutionBottomActionBar.BundleNotInstalled"":""",A modern twist on a classic game,true,https://static.wixstatic.com/media/bec40d_fa90f4a4e8c149a6a425b033a5e343da~mv2.png/v1/fill/bec40d_fa90f4a4e8c149a6a425b033a5e343da~mv2.png,,2025-07-06T21:55:36.227Z
sms-alert,SMS Alert,https://www.wix.com/app-market/web-solution/sms-alert,Other,engagement:Engagement,1,1,,Webkul5 day,Send Automatic SMS To Customers,true,https://static.wixstatic.com/media/f27474_25ade8d290e34298b6a3a4a099bb3429~mv2.png/v1/fill/f27474_25ade8d290e34298b6a3a4a099bb3429~mv2.png,,2025-07-06T21:55:36.337Z
onvoard-all-in-one-marketing,OnVoard Email Marketing,https://www.wix.com/app-market/web-solution/onvoard-all-in-one-marketing,Marketing,email:Email; conversion:Conversion,4.4,8,,OnVoard,Email Marketing and Workflows Automation,true,https://static.wixstatic.com/media/126bf4_bdae490cffa1487ab35a17734fa0ec97~mv2.png/v1/fill/126bf4_bdae490cffa1487ab35a17734fa0ec97~mv2.png,,2025-07-06T21:55:36.701Z
purplebear-mailchimp-forms,MailChimp Email,https://www.wix.com/app-market/web-solution/purplebear-mailchimp-forms,Communication,email:Email,5,2,,PurpleBear7 day,Mailing list with MailChimp forms & lleadform,true,https://static.wixstatic.com/media/d8c8bc_942319b7538b4914ba16df72ceed6737~mv2.png/v1/fill/d8c8bc_942319b7538b4914ba16df72ceed6737~mv2.png,,2025-07-06T21:55:36.775Z
mailerlite,MailerLite,https://www.wix.com/app-market/web-solution/mailerlite,Design & Content,email:Email,3.7,3,,MailerLite,Marketing tools for faster audience growth,true,https://static.wixstatic.com/media/d8eb0b_5863891e71ca4090a0216c7ff45fd3de~mv2.webp/v1/fill/d8eb0b_5863891e71ca4090a0216c7ff45fd3de~mv2.webp,,2025-07-06T21:55:36.878Z
sticky-tickets,Sticky Tickets,https://www.wix.com/app-market/web-solution/sticky-tickets,Communication,email:Email,1,1,,Sticky Tickets,Automatically publish and subscribe purchaser,true,https://static.wixstatic.com/media/6ae2bd_a898001539df46708828f54306da21b7~mv2.png/v1/fill/6ae2bd_a898001539df46708828f54306da21b7~mv2.png,,2025-07-06T21:55:36.957Z
flashy-email-sms-popups,"Flashy - Email, SMS & Popups",https://www.wix.com/app-market/web-solution/flashy-email-sms-popups,Marketing,email:Email,5,2,,"{{ company }}"",""apps.grid.cta.button"":""View App"",""apps.grid.cta.button.installed"":""Open App"",""solutionBox.solutionBottomActionBar.installedSolution"":""Installed"",""solutionBox.solutionBottomActionBar.BundleInstalled"":""Installed - Claim Upgrade"",""solutionBox.solutionBottomActionBar.BundleNotInstalled"":""",Easily grow your store with Flashy,true,https://static.wixstatic.com/media/f55091_0a8de7e1d50f4948a233d609a8497d5a~mv2.jpg/v1/fill/f55091_0a8de7e1d50f4948a233d609a8497d5a~mv2.jpg,,2025-07-06T21:55:37.052Z
zerobounce,ZeroBounce,https://www.wix.com/app-market/web-solution/zerobounce,Marketing,email:Email,2.3,3,,ZeroBounce,Award-Winning Email Validation,true,https://static.wixstatic.com/media/6f44a5_20e86c471fa94db6aa7802f1322911c0~mv2.jpg/v1/fill/6f44a5_20e86c471fa94db6aa7802f1322911c0~mv2.jpg,,2025-07-06T21:55:37.130Z
mailchimp-forms,Mailchimp Forms by MailMunch,https://www.wix.com/app-market/web-solution/mailchimp-forms,Communication,conversion:Conversion,3.8,213,,MailMunchBy MailMunch,Grow email list with popups and landing pages.,true,https://static.wixstatic.com/media/2e968d_5b7576b3655c435aabab5366b654f2d1~mv2.png/v1/fill/2e968d_5b7576b3655c435aabab5366b654f2d1~mv2.png,,2025-07-06T21:55:37.244Z
pulseem,Pulseem,https://www.wix.com/app-market/web-solution/pulseem,Marketing,email:Email,1,1,,Pulseem,Increase revenue through Email & SMS campaigns,true,https://static.wixstatic.com/media/a1558e_82975b05a8954fe9b7b4c12062f6d7ed~mv2.png/v1/fill/a1558e_82975b05a8954fe9b7b4c12062f6d7ed~mv2.png,,2025-07-06T21:55:37.470Z
send-emails-via-gmail-google,Send Emails via Gmail / Google,https://www.wix.com/app-market/web-solution/send-emails-via-gmail-google,Marketing,email:Email,1,1,,"{{ company }}"",""apps.grid.cta.button"":""View App"",""apps.grid.cta.button.installed"":""Open App"",""solutionBox.solutionBottomActionBar.installedSolution"":""Installed"",""solutionBox.solutionBottomActionBar.BundleInstalled"":""Installed - Claim Upgrade"",""solutionBox.solutionBottomActionBar.BundleNotInstalled"":""",Send emails to Wix Contacts via Gmail / Google,true,https://static.wixstatic.com/media/51bece_097459b1325c48369adb6d5b6e663601~mv2.png/v1/fill/51bece_097459b1325c48369adb6d5b6e663601~mv2.png,,2025-07-06T21:55:37.539Z
wix-email-marketing,Wix Email Marketing,https://www.wix.com/app-market/web-solution/wix-email-marketing,Marketing,email:Email,1.5,14,,choosing,Convert leads & boost sales with custom emails,true,https://static.wixstatic.com/media/2d286f_3732601204464c8da6365acdebe76292~mv2.png/v1/fill/2d286f_3732601204464c8da6365acdebe76292~mv2.png,,2025-07-06T21:55:37.698Z
welcome-bar,Welcome Bar,https://www.wix.com/app-market/web-solution/welcome-bar,Marketing,conversion:Conversion,4,177,,Hero Apps,Add a welcome bar to gather emails & get likes,true,https://static.wixstatic.com/media/175588_8acdc27175c848be8d649f61d35504b2~mv2.png/v1/fill/175588_8acdc27175c848be8d649f61d35504b2~mv2.png,,2025-07-06T21:55:38.290Z
activecampaign-integration,ActiveCampaign Integration,https://www.wix.com/app-market/web-solution/activecampaign-integration,Design & Content,email:Email; forms:Forms,3,1,,Wix,Streamline marketing processes with automation,true,https://static.wixstatic.com/media/7bd4fa_f2aae48f7f72488995fdd06198b69d01~mv2.jpg/v1/fill/7bd4fa_f2aae48f7f72488995fdd06198b69d01~mv2.jpg,,2025-07-06T21:55:38.436Z
popup,Popup Sales & Email Collection,https://www.wix.com/app-market/web-solution/popup,Marketing,conversion:Conversion,3.7,154,,POWR,Promote deals and collect emails fast,true,https://static.wixstatic.com/media/829a0c_3c0fedcf159a48898dd78f6758d096c0~mv2.png/v1/fill/829a0c_3c0fedcf159a48898dd78f6758d096c0~mv2.png,,2025-07-06T21:55:38.551Z
popup-forms-by-smartarget,Popup Forms by Smartarget,https://www.wix.com/app-market/web-solution/popup-forms-by-smartarget,Communication,conversion:Conversion,4.8,72,,SmartargetBy Smartarget,Grow your mailing list with Popup Forms,true,https://static.wixstatic.com/media/0d1dde_79ba0a6cd4c6404c98ee871aaa9ec762~mv2.png/v1/fill/0d1dde_79ba0a6cd4c6404c98ee871aaa9ec762~mv2.png,,2025-07-06T21:55:38.645Z
appsell-upsell-cross-sell,AppSell - Upsell & Cross Sell,https://www.wix.com/app-market/web-solution/appsell-upsell-cross-sell,eCommerce,stores:Stores; conversion:Conversion,4.9,249,,"{{ company }}"",""apps.grid.cta.button"":""View App"",""apps.grid.cta.button.installed"":""Open App"",""solutionBox.solutionBottomActionBar.installedSolution"":""Installed"",""solutionBox.solutionBottomActionBar.BundleInstalled"":""Installed - Claim Upgrade"",""solutionBox.solutionBottomActionBar.BundleNotInstalled"":""",Upsell & Cross-sell Bundles from Cart to Checkout,true,https://static.wixstatic.com/media/1fd428_ac653252aa4a4a8b8b4736512b844367~mv2.png/v1/fill/1fd428_ac653252aa4a4a8b8b4736512b844367~mv2.png,,2025-07-06T21:55:38.787Z
goaffpro-affiliate-marketing,Goaffpro Affiliate Marketing,https://www.wix.com/app-market/web-solution/goaffpro-affiliate-marketing,Other,conversion:Conversion,4.2,153,,"{{ company }}"",""apps.grid.cta.button"":""View App"",""apps.grid.cta.button.installed"":""Open App"",""solutionBox.solutionBottomActionBar.installedSolution"":""Installed"",""solutionBox.solutionBottomActionBar.BundleInstalled"":""Installed - Claim Upgrade"",""solutionBox.solutionBottomActionBar.BundleNotInstalled"":""",Professional affiliate marketing app,true,https://static.wixstatic.com/media/38354f_b1dfaaab21c747adb1d45d2b77b8260c~mv2.png/v1/fill/38354f_b1dfaaab21c747adb1d45d2b77b8260c~mv2.png,,2025-07-06T21:55:38.895Z
neowauk-survey-quiz-email,"Neowauk -Survey, Quiz & Email",https://www.wix.com/app-market/web-solution/neowauk-survey-quiz-email,Marketing,conversion:Conversion,4.2,67,,Neowauk,"Surveys, Recommendations, Wheel & Email Popup",true,https://static.wixstatic.com/media/604552_eb4d2cf6af2a44a3b940b950e1419634~mv2.png/v1/fill/604552_eb4d2cf6af2a44a3b940b950e1419634~mv2.png,,2025-07-06T21:55:39.023Z
marketpush-cart-recovery,Cart Recovery,https://www.wix.com/app-market/web-solution/marketpush-cart-recovery,eCommerce,conversion:Conversion,5,24,,MarketPushApps,"SMS, WhatsApp, FB - Abandoned Cart Automation",true,https://static.wixstatic.com/media/19e924_89e6ef52bc1549e88748c2f3f95cc2bd~mv2.png/v1/fill/19e924_89e6ef52bc1549e88748c2f3f95cc2bd~mv2.png,,2025-07-06T21:55:39.138Z
carti-abandoned-cart-recovery,Carti Abandoned Cart Recovery,https://www.wix.com/app-market/web-solution/carti-abandoned-cart-recovery,eCommerce,conversion:Conversion,4.9,224,,Royal Apps,"Email, SMS, Push Pop Up & Cart Recovery Boost",true,https://static.wixstatic.com/media/61973f_855d5b37b1cd478080d3df0168480f81~mv2.png/v1/fill/61973f_855d5b37b1cd478080d3df0168480f81~mv2.png,,2025-07-06T21:55:39.239Z
impressive-welcome-bar,Impressive Welcome Bar,https://www.wix.com/app-market/web-solution/impressive-welcome-bar,Other,clock:Clock; conversion:Conversion,4.4,89,,Light-Technologies,Increase sales with Impressive Welcome Bar,true,https://static.wixstatic.com/media/0372e6_f7b94119c5014e4e849d0f03585c44b6~mv2.png/v1/fill/0372e6_f7b94119c5014e4e849d0f03585c44b6~mv2.png,,2025-07-06T21:55:39.406Z
lumifish-pop-up,Lumifish Pop-Up,https://www.wix.com/app-market/web-solution/lumifish-pop-up,Other,conversion:Conversion,2.4,156,,"{{ company }}"",""apps.grid.cta.button"":""View App"",""apps.grid.cta.button.installed"":""Open App"",""solutionBox.solutionBottomActionBar.installedSolution"":""Installed"",""solutionBox.solutionBottomActionBar.BundleInstalled"":""Installed - Claim Upgrade"",""solutionBox.solutionBottomActionBar.BundleNotInstalled"":""",Add an interactive pop-up to your website,true,https://static.wixstatic.com/media/ba0b8d_72570eebfe2048fcbb78355aa2140256~mv2.png/v1/fill/ba0b8d_72570eebfe2048fcbb78355aa2140256~mv2.png,,2025-07-06T21:55:39.527Z
smartarget-lucky-wheel,Smartarget Lucky Wheel,https://www.wix.com/app-market/web-solution/smartarget-lucky-wheel,Marketing,conversion:Conversion,4.8,52,,Smartarget,Add Lucky Wheel to capture leads and sell more,true,https://static.wixstatic.com/media/0d1dde_4fab438457ba424699673549dff5b7f3~mv2.png/v1/fill/0d1dde_4fab438457ba424699673549dff5b7f3~mv2.png,,2025-07-06T21:55:39.624Z
conversion-popup,Conversion Popup,https://www.wix.com/app-market/web-solution/conversion-popup,Marketing,conversion:Conversion,2.6,65,,Social Intents,Convert your visitors into leads with a popup.,true,https://static.wixstatic.com/media/d51e57_25f67361070946b0a7cfd2e231784499~mv2.png/v1/fill/d51e57_25f67361070946b0a7cfd2e231784499~mv2.png,,2025-07-06T21:55:39.715Z
