Slug,Name,URL,Category,Rating,Reviews,Installs,Developer,Description,Has Free Version,Icon URL,Last Updated,Scraped At
seo-for-images-ai-alt-text,SEO for Images: AI Alt Text,https://www.wix.com/app-market/web-solution/seo-for-images-ai-alt-text,Marketing,1,1,,"{{ company }}"",""apps.grid.cta.button"":""View App"",""apps.grid.cta.button.installed"":""Open App"",""solutionBox.solutionBottomActionBar.installedSolution"":""Installed"",""solutionBox.solutionBottomActionBar.BundleInstalled"":""Installed - Claim Upgrade"",""solutionBox.solutionBottomActionBar.BundleNotInstalled"":""",Generate perfect image alt text in seconds,true,https://static.wixstatic.com/media/bec40d_fe3e6bb5d6b041dc93621231f9416c3d~mv2.png/v1/fill/bec40d_fe3e6bb5d6b041dc93621231f9416c3d~mv2.png,,2025-07-06T20:57:36.162Z
action-strategy-games,Action/Strategy Games,https://www.wix.com/app-market/web-solution/action-strategy-games,Other,5,1,,"{{ company }}"",""apps.grid.cta.button"":""View App"",""apps.grid.cta.button.installed"":""Open App"",""solutionBox.solutionBottomActionBar.installedSolution"":""Installed"",""solutionBox.solutionBottomActionBar.BundleInstalled"":""Installed - Claim Upgrade"",""solutionBox.solutionBottomActionBar.BundleNotInstalled"":""","Think fast, act faster",true,https://static.wixstatic.com/media/bec40d_2e2b5f45a28447dba5e95df21b0b8081~mv2.png/v1/fill/bec40d_2e2b5f45a28447dba5e95df21b0b8081~mv2.png,,2025-07-06T20:57:36.388Z
content-scheduler-by-oceanapps,Content Scheduler by OceanApps,https://www.wix.com/app-market/web-solution/content-scheduler-by-oceanapps,Design & Content,5,1,,OceanAppsBy Ocean Apps30 day,Easily schedule your website announcements,true,https://static.wixstatic.com/media/22a664_9a46d273ceec428494e7bc9f0bfe0d94~mv2.png/v1/fill/22a664_9a46d273ceec428494e7bc9f0bfe0d94~mv2.png,,2025-07-06T20:57:36.793Z
kickstarter,Kickstarter,https://www.wix.com/app-market/web-solution/kickstarter,Design & Content,1,1,,MarketPushApps,Showcase your Kickstarter campaign with ease,true,https://static.wixstatic.com/media/3b0a1f_124443bb59224eb78d0fa3dfa2300c79~mv2.png/v1/fill/3b0a1f_124443bb59224eb78d0fa3dfa2300c79~mv2.png,,2025-07-06T20:57:37.011Z
puzzle-games,Puzzle Games,https://www.wix.com/app-market/web-solution/puzzle-games,Other,1,1,,"{{ company }}"",""apps.grid.cta.button"":""View App"",""apps.grid.cta.button.installed"":""Open App"",""solutionBox.solutionBottomActionBar.installedSolution"":""Installed"",""solutionBox.solutionBottomActionBar.BundleInstalled"":""Installed - Claim Upgrade"",""solutionBox.solutionBottomActionBar.BundleNotInstalled"":""",Sharpen your mind with addictive puzzles,true,https://static.wixstatic.com/media/bec40d_f9128ce7a11a4c8baa100109317698ec~mv2.png/v1/fill/bec40d_f9128ce7a11a4c8baa100109317698ec~mv2.png,,2025-07-06T20:57:37.217Z
simple-affiliate,Simple Affiliate,https://www.wix.com/app-market/web-solution/simple-affiliate,Other,3.1,33,,Simple Apps,Affiliate and influencer marketing made easy,true,https://static.wixstatic.com/media/4a4649_27068502303e4f5981e65bcf7daa8a18~mv2.png/v1/fill/4a4649_27068502303e4f5981e65bcf7daa8a18~mv2.png,,2025-07-06T20:57:37.335Z
bird-email-sms-whatsapp,"Bird: Email, SMS, WhatsApp",https://www.wix.com/app-market/web-solution/bird-email-sms-whatsapp,Marketing,1,1,,Bird,"Connect with customers across email, SMS, & more",true,https://static.wixstatic.com/media/84ab5f_0a39fd2e0b1d401da304c8ca98eb54d6~mv2.png/v1/fill/84ab5f_0a39fd2e0b1d401da304c8ca98eb54d6~mv2.png,,2025-07-06T20:57:37.480Z
whatsapp-plugin-by-superlemon,WhatsApp plugin by SuperLemon,https://www.wix.com/app-market/web-solution/whatsapp-plugin-by-superlemon,Communication,4.3,4,,SuperLemonBy Gupshup30 day,Strengthen customer relationships with WhatsApp,true,https://static.wixstatic.com/media/970bf2_cf23a7dcda294c98b74fe8894aa3bc99~mv2.jpeg/v1/fill/970bf2_cf23a7dcda294c98b74fe8894aa3bc99~mv2.jpeg,,2025-07-06T20:57:37.583Z
ghostwrite-ai,Ghostwrite.ai,https://www.wix.com/app-market/web-solution/ghostwrite-ai,Design & Content,3,2,,Ghostwrite,AI Content Writer - Best for Organic Traffic,true,https://static.wixstatic.com/media/09cf9c_7b6324c7ecf8491db3a23ae0c668d7c4~mv2.png/v1/fill/09cf9c_7b6324c7ecf8491db3a23ae0c668d7c4~mv2.png,,2025-07-06T20:57:37.645Z
santhe-whatsapp,Santhe Whatsapp,https://www.wix.com/app-market/web-solution/santhe-whatsapp,Communication,4.3,12,,Mercuri CX,"Abandoned Cart, Order and Shipping updates.",true,https://static.wixstatic.com/media/38a5a7_536b4b3432b440519f2762261cadaa8a~mv2.png/v1/fill/38a5a7_536b4b3432b440519f2762261cadaa8a~mv2.png,by sending out shipping information along with a tracking link. Abandoned cart reminders : Send out a reminder message to your customers with a link to their shopping cart.Whatsapp Outreach: Send out custom Whatsapp to your customers with coupon codes & product updates from your Whatsapp account.Whatsapp Notifications are the easiest way to improve your customers' loyalty and satisfaction.  We help you increase your store revenues by sending out real-time notifications about orders,2025-07-06T20:57:37.749Z
sms-alert,SMS Alert,https://www.wix.com/app-market/web-solution/sms-alert,Other,1,1,,Webkul5 day,Send Automatic SMS To Customers,true,https://static.wixstatic.com/media/f27474_25ade8d290e34298b6a3a4a099bb3429~mv2.png/v1/fill/f27474_25ade8d290e34298b6a3a4a099bb3429~mv2.png,,2025-07-06T20:57:37.828Z
miniorange-sms-notifications,miniOrange SMS Notifications,https://www.wix.com/app-market/web-solution/miniorange-sms-notifications,Other,1,1,,miniOrange Pvt. Ltd.,Send SMS Notifications on Order Updates,true,https://static.wixstatic.com/media/975450_48753fcbbe1a4fc9a5a789e05910c408~mv2.png/v1/fill/975450_48753fcbbe1a4fc9a5a789e05910c408~mv2.png,,2025-07-06T20:57:37.900Z
seo-url-redirect,SEO URL Redirect,https://www.wix.com/app-market/web-solution/seo-url-redirect,Marketing,1,1,,PURPLE,Seamlessly manage your URL redirects,true,https://static.wixstatic.com/media/574fd0_1ca0123756e54033ba0ee4f6d7bc5cbb~mv2.png/v1/fill/574fd0_1ca0123756e54033ba0ee4f6d7bc5cbb~mv2.png,,2025-07-06T20:57:37.977Z
crossy-chicken,Crossy Chicken,https://www.wix.com/app-market/web-solution/crossy-chicken,Other,2,1,,"{{ company }}"",""apps.grid.cta.button"":""View App"",""apps.grid.cta.button.installed"":""Open App"",""solutionBox.solutionBottomActionBar.installedSolution"":""Installed"",""solutionBox.solutionBottomActionBar.BundleInstalled"":""Installed - Claim Upgrade"",""solutionBox.solutionBottomActionBar.BundleNotInstalled"":""",A modern twist on a classic game,true,https://static.wixstatic.com/media/bec40d_fa90f4a4e8c149a6a425b033a5e343da~mv2.png/v1/fill/bec40d_fa90f4a4e8c149a6a425b033a5e343da~mv2.png,,2025-07-06T20:57:38.087Z
quiz-popup,Quiz Popup,https://www.wix.com/app-market/web-solution/quiz-popup,Marketing,1,1,,Smartarget,Sell more & Capture emails with a quiz app,true,https://static.wixstatic.com/media/0d1dde_c71192d1ea774add87d8fc9c9b072b02~mv2.png/v1/fill/0d1dde_c71192d1ea774add87d8fc9c9b072b02~mv2.png,,2025-07-06T20:57:38.177Z
giveaway-ninja,Giveaway Ninja,https://www.wix.com/app-market/web-solution/giveaway-ninja,Other,4.8,8,,Giveaway Ninja,Launch Insane #Giveaways in Minutes,true,https://static.wixstatic.com/media/94f5be_1dcc3855e8d14586ae6a565dd15d6b19~mv2.jpg/v1/fill/94f5be_1dcc3855e8d14586ae6a565dd15d6b19~mv2.jpg,,2025-07-06T20:57:38.317Z
wix-logo-maker,Wix Logo Maker,https://www.wix.com/app-market/web-solution/wix-logo-maker,Other,4.2,5,,"{{ company }}"",""apps.grid.cta.button"":""View App"",""apps.grid.cta.button.installed"":""Open App"",""solutionBox.solutionBottomActionBar.installedSolution"":""Installed"",""solutionBox.solutionBottomActionBar.BundleInstalled"":""Installed - Claim Upgrade"",""solutionBox.solutionBottomActionBar.BundleNotInstalled"":""",Build a powerful brand with Wix Logo Maker,true,https://static.wixstatic.com/media/a38016_b4cd51b92ec64379841534416ffa9a35~mv2.png/v1/fill/a38016_b4cd51b92ec64379841534416ffa9a35~mv2.png,,2025-07-06T20:57:38.413Z
mailerlite,MailerLite,https://www.wix.com/app-market/web-solution/mailerlite,Design & Content,3.7,3,,MailerLite,Marketing tools for faster audience growth,true,https://static.wixstatic.com/media/d8eb0b_5863891e71ca4090a0216c7ff45fd3de~mv2.webp/v1/fill/d8eb0b_5863891e71ca4090a0216c7ff45fd3de~mv2.webp,,2025-07-06T20:57:38.542Z
purplebear-mailchimp-forms,MailChimp Email,https://www.wix.com/app-market/web-solution/purplebear-mailchimp-forms,Communication,5,2,,PurpleBear7 day,Mailing list with MailChimp forms & lleadform,true,https://static.wixstatic.com/media/d8c8bc_942319b7538b4914ba16df72ceed6737~mv2.png/v1/fill/d8c8bc_942319b7538b4914ba16df72ceed6737~mv2.png,,2025-07-06T20:57:38.657Z
zerobounce,ZeroBounce,https://www.wix.com/app-market/web-solution/zerobounce,Marketing,2.3,3,,ZeroBounce,Award-Winning Email Validation,true,https://static.wixstatic.com/media/6f44a5_20e86c471fa94db6aa7802f1322911c0~mv2.jpg/v1/fill/6f44a5_20e86c471fa94db6aa7802f1322911c0~mv2.jpg,,2025-07-06T20:57:38.759Z
backlinks-rank-high-on-google,Backlinks: Rank High on Google,https://www.wix.com/app-market/web-solution/backlinks-rank-high-on-google,Marketing,2.3,3,,"{{ company }}"",""apps.grid.cta.button"":""View App"",""apps.grid.cta.button.installed"":""Open App"",""solutionBox.solutionBottomActionBar.installedSolution"":""Installed"",""solutionBox.solutionBottomActionBar.BundleInstalled"":""Installed - Claim Upgrade"",""solutionBox.solutionBottomActionBar.BundleNotInstalled"":""",Boost your rankings with high-quality backlinks,true,https://static.wixstatic.com/media/bec40d_8b4131a05e6d4cd6914363c8446f597a~mv2.png/v1/fill/bec40d_8b4131a05e6d4cd6914363c8446f597a~mv2.png,,2025-07-06T20:57:38.906Z
wix-email-marketing,Wix Email Marketing,https://www.wix.com/app-market/web-solution/wix-email-marketing,Marketing,1.5,14,,choosing,Convert leads & boost sales with custom emails,true,https://static.wixstatic.com/media/2d286f_3732601204464c8da6365acdebe76292~mv2.png/v1/fill/2d286f_3732601204464c8da6365acdebe76292~mv2.png,,2025-07-06T20:57:39.105Z
pulseem,Pulseem,https://www.wix.com/app-market/web-solution/pulseem,Marketing,1,1,,Pulseem,Increase revenue through Email & SMS campaigns,true,https://static.wixstatic.com/media/a1558e_82975b05a8954fe9b7b4c12062f6d7ed~mv2.png/v1/fill/a1558e_82975b05a8954fe9b7b4c12062f6d7ed~mv2.png,,2025-07-06T20:57:39.268Z
sticky-tickets,Sticky Tickets,https://www.wix.com/app-market/web-solution/sticky-tickets,Communication,1,1,,Sticky Tickets,Automatically publish and subscribe purchaser,true,https://static.wixstatic.com/media/6ae2bd_a898001539df46708828f54306da21b7~mv2.png/v1/fill/6ae2bd_a898001539df46708828f54306da21b7~mv2.png,,2025-07-06T20:57:39.391Z
send-emails-via-gmail-google,Send Emails via Gmail / Google,https://www.wix.com/app-market/web-solution/send-emails-via-gmail-google,Marketing,1,1,,"{{ company }}"",""apps.grid.cta.button"":""View App"",""apps.grid.cta.button.installed"":""Open App"",""solutionBox.solutionBottomActionBar.installedSolution"":""Installed"",""solutionBox.solutionBottomActionBar.BundleInstalled"":""Installed - Claim Upgrade"",""solutionBox.solutionBottomActionBar.BundleNotInstalled"":""",Send emails to Wix Contacts via Gmail / Google,true,https://static.wixstatic.com/media/51bece_097459b1325c48369adb6d5b6e663601~mv2.png/v1/fill/51bece_097459b1325c48369adb6d5b6e663601~mv2.png,,2025-07-06T20:57:39.486Z
appsell-upsell-cross-sell,AppSell - Upsell & Cross Sell,https://www.wix.com/app-market/web-solution/appsell-upsell-cross-sell,eCommerce,4.9,249,,"{{ company }}"",""apps.grid.cta.button"":""View App"",""apps.grid.cta.button.installed"":""Open App"",""solutionBox.solutionBottomActionBar.installedSolution"":""Installed"",""solutionBox.solutionBottomActionBar.BundleInstalled"":""Installed - Claim Upgrade"",""solutionBox.solutionBottomActionBar.BundleNotInstalled"":""",Upsell & Cross-sell Bundles from Cart to Checkout,true,https://static.wixstatic.com/media/1fd428_ac653252aa4a4a8b8b4736512b844367~mv2.png/v1/fill/1fd428_ac653252aa4a4a8b8b4736512b844367~mv2.png,,2025-07-06T20:57:39.644Z
onvoard-all-in-one-marketing,OnVoard Email Marketing,https://www.wix.com/app-market/web-solution/onvoard-all-in-one-marketing,Marketing,4.4,8,,OnVoard,Email Marketing and Workflows Automation,true,https://static.wixstatic.com/media/126bf4_bdae490cffa1487ab35a17734fa0ec97~mv2.png/v1/fill/126bf4_bdae490cffa1487ab35a17734fa0ec97~mv2.png,,2025-07-06T20:57:39.911Z
activecampaign-integration,ActiveCampaign Integration,https://www.wix.com/app-market/web-solution/activecampaign-integration,Design & Content,3,1,,Wix,Streamline marketing processes with automation,true,https://static.wixstatic.com/media/7bd4fa_f2aae48f7f72488995fdd06198b69d01~mv2.jpg/v1/fill/7bd4fa_f2aae48f7f72488995fdd06198b69d01~mv2.jpg,,2025-07-06T20:57:40.009Z
flashy-email-sms-popups,"Flashy - Email, SMS & Popups",https://www.wix.com/app-market/web-solution/flashy-email-sms-popups,Marketing,5,2,,"{{ company }}"",""apps.grid.cta.button"":""View App"",""apps.grid.cta.button.installed"":""Open App"",""solutionBox.solutionBottomActionBar.installedSolution"":""Installed"",""solutionBox.solutionBottomActionBar.BundleInstalled"":""Installed - Claim Upgrade"",""solutionBox.solutionBottomActionBar.BundleNotInstalled"":""",Easily grow your store with Flashy,true,https://static.wixstatic.com/media/f55091_0a8de7e1d50f4948a233d609a8497d5a~mv2.jpg/v1/fill/f55091_0a8de7e1d50f4948a233d609a8497d5a~mv2.jpg,,2025-07-06T20:57:40.101Z
carti-abandoned-cart-recovery,Carti Abandoned Cart Recovery,https://www.wix.com/app-market/web-solution/carti-abandoned-cart-recovery,eCommerce,4.9,224,,Royal Apps,"Email, SMS, Push Pop Up & Cart Recovery Boost",true,https://static.wixstatic.com/media/61973f_855d5b37b1cd478080d3df0168480f81~mv2.png/v1/fill/61973f_855d5b37b1cd478080d3df0168480f81~mv2.png,,2025-07-06T20:57:43.381Z
provesource,ProveSource Social Proof,https://www.wix.com/app-market/web-solution/provesource,Marketing,4.8,36,,ProveSource,Skyrocket conversions with social proof,true,https://static.wixstatic.com/media/d930f2_06f7598be3634e9c991b8abca231e78d~mv2.png/v1/fill/d930f2_06f7598be3634e9c991b8abca231e78d~mv2.png,,2025-07-06T20:57:43.475Z
visitor-hook,Visitor Hook,https://www.wix.com/app-market/web-solution/visitor-hook,Other,3.5,61,,GVATE,Hook visitors by displaying a popup,true,https://static.wixstatic.com/media/a4a2a8_5fbf8e5da34c44d689c0ba5635f084f6~mv2.png/v1/fill/a4a2a8_5fbf8e5da34c44d689c0ba5635f084f6~mv2.png,,2025-07-06T20:57:43.544Z
countdown-popup-clock-counter,Countdown Popup: Clock Counter,https://www.wix.com/app-market/web-solution/countdown-popup-clock-counter,Tools & Widgets,4.7,23,,Smartarget,Enhance sales conversion using Countdown Popup,true,https://static.wixstatic.com/media/0d1dde_07c9bb14735949cb8816608d36a3fa16~mv2.png/v1/fill/0d1dde_07c9bb14735949cb8816608d36a3fa16~mv2.png,,2025-07-06T20:57:43.687Z
impressive-welcome-bar,Impressive Welcome Bar,https://www.wix.com/app-market/web-solution/impressive-welcome-bar,Other,4.4,89,,Light-Technologies,Increase sales with Impressive Welcome Bar,true,https://static.wixstatic.com/media/0372e6_f7b94119c5014e4e849d0f03585c44b6~mv2.png/v1/fill/0372e6_f7b94119c5014e4e849d0f03585c44b6~mv2.png,,2025-07-06T20:57:43.775Z
smartarget-lucky-wheel,Smartarget Lucky Wheel,https://www.wix.com/app-market/web-solution/smartarget-lucky-wheel,Marketing,4.8,52,,Smartarget,Add Lucky Wheel to capture leads and sell more,true,https://static.wixstatic.com/media/0d1dde_4fab438457ba424699673549dff5b7f3~mv2.png/v1/fill/0d1dde_4fab438457ba424699673549dff5b7f3~mv2.png,,2025-07-06T20:57:43.883Z
tolstoy-interactive-video,Tolstoy Interactive Video,https://www.wix.com/app-market/web-solution/tolstoy-interactive-video,Design & Content,4.8,31,,Tolstoy,Create an authentic and personalized brand,true,https://static.wixstatic.com/media/500f26_0036a357f0b64d639ec99f9fc85ca06b~mv2.png/v1/fill/500f26_0036a357f0b64d639ec99f9fc85ca06b~mv2.png,,2025-07-06T20:57:44.007Z
conversion-popup,Conversion Popup,https://www.wix.com/app-market/web-solution/conversion-popup,Marketing,2.6,65,,Social Intents,Convert your visitors into leads with a popup.,true,https://static.wixstatic.com/media/d51e57_25f67361070946b0a7cfd2e231784499~mv2.png/v1/fill/d51e57_25f67361070946b0a7cfd2e231784499~mv2.png,,2025-07-06T20:57:44.092Z
marketpush-cart-recovery,Cart Recovery,https://www.wix.com/app-market/web-solution/marketpush-cart-recovery,eCommerce,5,24,,MarketPushApps,"SMS, WhatsApp, FB - Abandoned Cart Automation",true,https://static.wixstatic.com/media/19e924_89e6ef52bc1549e88748c2f3f95cc2bd~mv2.png/v1/fill/19e924_89e6ef52bc1549e88748c2f3f95cc2bd~mv2.png,,2025-07-06T20:57:44.229Z
welcome-bar,Welcome Bar,https://www.wix.com/app-market/web-solution/welcome-bar,Marketing,4,177,,Hero Apps,Add a welcome bar to gather emails & get likes,true,https://static.wixstatic.com/media/175588_8acdc27175c848be8d649f61d35504b2~mv2.png/v1/fill/175588_8acdc27175c848be8d649f61d35504b2~mv2.png,,2025-07-06T20:57:44.309Z
mailchimp-integration-by-poco,Mailchimp Email Marketing PoCo,https://www.wix.com/app-market/web-solution/mailchimp-integration-by-poco,Design & Content,4.3,28,,Presto-Changeo,Boost sales and increase your conversion rates,true,https://static.wixstatic.com/media/56c7a4_f8a340b8b387404caf0cdee3ab815f3d~mv2.jpg/v1/fill/56c7a4_f8a340b8b387404caf0cdee3ab815f3d~mv2.jpg,with automatic synchronization.Extensive Service Integration: Aligns effortlessly with your website's various services,2025-07-06T20:57:44.382Z
mailchimp-forms,Mailchimp Forms by MailMunch,https://www.wix.com/app-market/web-solution/mailchimp-forms,Communication,3.8,213,,MailMunchBy MailMunch,Grow email list with popups and landing pages.,true,https://static.wixstatic.com/media/2e968d_5b7576b3655c435aabab5366b654f2d1~mv2.png/v1/fill/2e968d_5b7576b3655c435aabab5366b654f2d1~mv2.png,,2025-07-06T20:57:44.460Z
goaffpro-affiliate-marketing,Goaffpro Affiliate Marketing,https://www.wix.com/app-market/web-solution/goaffpro-affiliate-marketing,Other,4.2,153,,"{{ company }}"",""apps.grid.cta.button"":""View App"",""apps.grid.cta.button.installed"":""Open App"",""solutionBox.solutionBottomActionBar.installedSolution"":""Installed"",""solutionBox.solutionBottomActionBar.BundleInstalled"":""Installed - Claim Upgrade"",""solutionBox.solutionBottomActionBar.BundleNotInstalled"":""",Professional affiliate marketing app,true,https://static.wixstatic.com/media/38354f_b1dfaaab21c747adb1d45d2b77b8260c~mv2.png/v1/fill/38354f_b1dfaaab21c747adb1d45d2b77b8260c~mv2.png,,2025-07-06T20:57:44.570Z
popup,Popup Sales & Email Collection,https://www.wix.com/app-market/web-solution/popup,Marketing,3.7,154,,POWR,Promote deals and collect emails fast,true,https://static.wixstatic.com/media/829a0c_3c0fedcf159a48898dd78f6758d096c0~mv2.png/v1/fill/829a0c_3c0fedcf159a48898dd78f6758d096c0~mv2.png,,2025-07-06T20:57:44.646Z
neowauk-survey-quiz-email,"Neowauk -Survey, Quiz & Email",https://www.wix.com/app-market/web-solution/neowauk-survey-quiz-email,Marketing,4.2,67,,Neowauk,"Surveys, Recommendations, Wheel & Email Popup",true,https://static.wixstatic.com/media/604552_eb4d2cf6af2a44a3b940b950e1419634~mv2.png/v1/fill/604552_eb4d2cf6af2a44a3b940b950e1419634~mv2.png,,2025-07-06T20:57:44.742Z
simple-push,Simple Push Notifications,https://www.wix.com/app-market/web-solution/simple-push,Design & Content,3.8,72,,Simple Apps,Effortlessly Retain your users with Popup Push,true,https://static.wixstatic.com/media/4a4649_3ccf6feb7e3a4e798a575dfd564c6bb0~mv2.png/v1/fill/4a4649_3ccf6feb7e3a4e798a575dfd564c6bb0~mv2.png,,2025-07-06T20:57:44.854Z
wisernotify,Wisernotify Social Proof App,https://www.wix.com/app-market/web-solution/wisernotify,Marketing,5,18,,"{{ company }}"",""apps.grid.cta.button"":""View App"",""apps.grid.cta.button.installed"":""Open App"",""solutionBox.solutionBottomActionBar.installedSolution"":""Installed"",""solutionBox.solutionBottomActionBar.BundleInstalled"":""Installed - Claim Upgrade"",""solutionBox.solutionBottomActionBar.BundleNotInstalled"":""",Boost conversion using social proof & FOMO,true,https://static.wixstatic.com/media/e74941_92a8195900be4e3fbbd6468e128fd58d~mv2.jpg/v1/fill/e74941_92a8195900be4e3fbbd6468e128fd58d~mv2.jpg,,2025-07-06T20:57:44.946Z
popup-forms-by-smartarget,Popup Forms by Smartarget,https://www.wix.com/app-market/web-solution/popup-forms-by-smartarget,Communication,4.8,72,,SmartargetBy Smartarget,Grow your mailing list with Popup Forms,true,https://static.wixstatic.com/media/0d1dde_79ba0a6cd4c6404c98ee871aaa9ec762~mv2.png/v1/fill/0d1dde_79ba0a6cd4c6404c98ee871aaa9ec762~mv2.png,,2025-07-06T20:57:45.025Z
bundle-upsell,Frequently Bought Together,https://www.wix.com/app-market/web-solution/bundle-upsell,eCommerce,4.9,16,,MarketPushApps,Turn Popular Product Pairs into More Sales,true,https://static.wixstatic.com/media/19e924_b9bc5672a0ba4714ac2caa7eaab63dee~mv2.png/v1/fill/19e924_b9bc5672a0ba4714ac2caa7eaab63dee~mv2.png,,2025-07-06T20:57:45.109Z
toastibar-sales-popup,ToastiBar - Sales Popup,https://www.wix.com/app-market/web-solution/toastibar-sales-popup,eCommerce,4.9,47,,MAKEPROSIMP LLP,"Sales, Cart, Visitors, Review Popups & more",true,https://static.wixstatic.com/media/929b07_31a343b06f7c470d976777084cddf5f4~mv2.png/v1/fill/929b07_31a343b06f7c470d976777084cddf5f4~mv2.png,,2025-07-06T20:57:45.214Z
blog-products-upsell,Blog Products Upsell,https://www.wix.com/app-market/web-solution/blog-products-upsell,eCommerce,5,10,,MarketPushApps,Monetize Blogs by Upselling Products,true,https://static.wixstatic.com/media/fa5794_fe4698832a3f4e02a0fc09d3bab91b18~mv2.png/v1/fill/fa5794_fe4698832a3f4e02a0fc09d3bab91b18~mv2.png,,2025-07-06T20:57:45.333Z
lumifish-pop-up,Lumifish Pop-Up,https://www.wix.com/app-market/web-solution/lumifish-pop-up,Other,2.4,156,,"{{ company }}"",""apps.grid.cta.button"":""View App"",""apps.grid.cta.button.installed"":""Open App"",""solutionBox.solutionBottomActionBar.installedSolution"":""Installed"",""solutionBox.solutionBottomActionBar.BundleInstalled"":""Installed - Claim Upgrade"",""solutionBox.solutionBottomActionBar.BundleNotInstalled"":""",Add an interactive pop-up to your website,true,https://static.wixstatic.com/media/ba0b8d_72570eebfe2048fcbb78355aa2140256~mv2.png/v1/fill/ba0b8d_72570eebfe2048fcbb78355aa2140256~mv2.png,,2025-07-06T20:57:45.423Z
convertify,Convertify - Leads Booster,https://www.wix.com/app-market/web-solution/convertify,Marketing,5,9,,Marketing & SEO Tools,100+ Conversions Booster Plugins,true,https://static.wixstatic.com/media/aa95cd_2b878d32e6594acc8af83eef3ded44b2~mv2.jpg/v1/fill/aa95cd_2b878d32e6594acc8af83eef3ded44b2~mv2.jpg,,2025-07-06T20:57:45.525Z
sales-notification,Sales Pop up,https://www.wix.com/app-market/web-solution/sales-notification,Marketing,5,6,,PurpleBear7 day,Boost your sales with Social Proof,true,https://static.wixstatic.com/media/d8c8bc_93e65311255f4ad69558b40a06ae1ec7~mv2.png/v1/fill/d8c8bc_93e65311255f4ad69558b40a06ae1ec7~mv2.png,,2025-07-06T20:57:45.621Z
quantity-volume-discounts,Quantity & Volume Discounts,https://www.wix.com/app-market/web-solution/quantity-volume-discounts,Other,4.9,8,,MarketPushApps,Boost Sales with Quantity-Based Discounts,true,https://static.wixstatic.com/media/fa5794_f2f32b6e143c4e3bb7becf9a078bed29~mv2.png/v1/fill/fa5794_f2f32b6e143c4e3bb7becf9a078bed29~mv2.png,,2025-07-06T20:57:45.715Z
viewboost,ViewBoost,https://www.wix.com/app-market/web-solution/viewboost,Marketing,4.8,12,,DartMetric,Boost your sales with real-time social proof,true,https://static.wixstatic.com/media/d46cdc_8f5ba927092f4f2ab0290d5d91804c24~mv2.png/v1/fill/d46cdc_8f5ba927092f4f2ab0290d5d91804c24~mv2.png,,2025-07-06T20:57:45.793Z
salesdish-browser-tab,Salesdish Browser Tab,https://www.wix.com/app-market/web-solution/salesdish-browser-tab,Communication,4.8,16,,ANTDIY,Recall customers via prominent browser tabs,true,https://static.wixstatic.com/media/e7eb4e_3d59f847559248119a55460e57b7d1dd~mv2.png/v1/fill/e7eb4e_3d59f847559248119a55460e57b7d1dd~mv2.png,,2025-07-06T20:57:45.873Z
prompt-email-popup-upsell,Prompt : Email Popup & Upsell,https://www.wix.com/app-market/web-solution/prompt-email-popup-upsell,Marketing,4.3,9,,OnVoard14 day,Use popups to capture email and upsell,true,https://static.wixstatic.com/media/126bf4_b0b55c4a172e4f4db37645d18764ad86~mv2.png/v1/fill/126bf4_b0b55c4a172e4f4db37645d18764ad86~mv2.png,,2025-07-06T20:57:45.962Z
popup-email-marketing-by-ot,Mailing List Email Sign Up AV,https://www.wix.com/app-market/web-solution/popup-email-marketing-by-ot,Marketing,5,4,,"{{ company }}"",""apps.grid.cta.button"":""View App"",""apps.grid.cta.button.installed"":""Open App"",""solutionBox.solutionBottomActionBar.installedSolution"":""Installed"",""solutionBox.solutionBottomActionBar.BundleInstalled"":""Installed - Claim Upgrade"",""solutionBox.solutionBottomActionBar.BundleNotInstalled"":""","Boost engagement, capture emails",true,https://static.wixstatic.com/media/fd1e54_e4557fb2b7554f139b4fcc43e26429ba~mv2.jpg/v1/fill/fd1e54_e4557fb2b7554f139b4fcc43e26429ba~mv2.jpg,,2025-07-06T20:57:46.043Z
purchase-order,Purchase Orders,https://www.wix.com/app-market/web-solution/purchase-order,eCommerce,3,3,,Wix,Order and receive inventory from your suppliers,true,https://static.wixstatic.com/media/f0fa2a_0026315660234d58afd4ee6576790662~mv2.png/v1/fill/f0fa2a_0026315660234d58afd4ee6576790662~mv2.png,,2025-07-06T20:57:46.116Z
mega-emoji-tab-animation,Mega Emoji Tab Animation,https://www.wix.com/app-market/web-solution/mega-emoji-tab-animation,Design & Content,5,3,,"{{ company }}"",""apps.grid.cta.button"":""View App"",""apps.grid.cta.button.installed"":""Open App"",""solutionBox.solutionBottomActionBar.installedSolution"":""Installed"",""solutionBox.solutionBottomActionBar.BundleInstalled"":""Installed - Claim Upgrade"",""solutionBox.solutionBottomActionBar.BundleNotInstalled"":""",Dynamic emoji tab animations to boost engagement,true,https://static.wixstatic.com/media/48da06_f4368cff8299411289b80ee714c4d45d~mv2.png/v1/fill/48da06_f4368cff8299411289b80ee714c4d45d~mv2.png,,2025-07-06T20:57:46.181Z
